query,category,query_clean,category_encoded
Please provide a detailed explanation of the charges.,Billing Issue,please provide a detailed explanation of the charges.,0
The email invoice is unreadable.,Billing Issue,the email invoice is unreadable.,0
I'm unable to access my past invoices.,Billing Issue,im unable to access my past invoices.,0
The billing address on file is incorrect.,Billing Issue,the billing address on file is incorrect.,0
I cancelled my account and yet still received a bill.,Billing Issue,i cancelled my account and yet still received a bill.,0
I am requesting a complete audit of my billing history.,Billing Issue,i am requesting a complete audit of my billing history.,0
The amount due is incorrect.,Billing Issue,the amount due is incorrect.,0
I need assistance with setting up automatic payments.,Billing Issue,i need assistance with setting up automatic payments.,0
I'm being charged late fees despite timely payments.,Billing Issue,im being charged late fees despite timely payments.,0
"My payment is pending, but I have confirmed with my bank.",Billing Issue,my payment is pending but i have confirmed with my bank.,0
There's an unexplained debit on my account.,Billing Issue,theres an unexplained debit on my account.,0
I need help resolving this billing issue urgently.,Billing Issue,i need help resolving this billing issue urgently.,0
The invoice shows different charges than what was agreed upon.,Billing Issue,the invoice shows different charges than what was agreed upon.,0
"I haven't used the service, yet I'm being billed.",Billing Issue,i havent used the service yet im being billed.,0
"The service was down for several days, should I get a credit?",Billing Issue,the service was down for several days should i get a credit?,0
"My monthly usage is well below the plan's limit, yet I'm overcharged.",Billing Issue,my monthly usage is well below the plans limit yet im overcharged.,0
"My credit card has expired, and I need to update it.",Billing Issue,my credit card has expired and i need to update it.,0
The invoice is missing my company's name and address.,Billing Issue,the invoice is missing my companys name and address.,0
The charges are inconsistent.,Billing Issue,the charges are inconsistent.,0
I'm concerned about the unexpected increase in charges.,Billing Issue,im concerned about the unexpected increase in charges.,0
I would appreciate a breakdown of the fees included.,Billing Issue,i would appreciate a breakdown of the fees included.,0
The invoice does not match my usage data.,Billing Issue,the invoice does not match my usage data.,0
I'm having trouble contacting customer support for billing issues.,Billing Issue,im having trouble contacting customer support for billing issues.,0
My invoice is showing an incorrect account number.,Billing Issue,my invoice is showing an incorrect account number.,0
Please confirm that my payment was applied.,Billing Issue,please confirm that my payment was applied.,0
The system is not processing my payments correctly.,Billing Issue,the system is not processing my payments correctly.,0
I was charged for a feature that's supposed to be included in my plan.,Billing Issue,i was charged for a feature thats supposed to be included in my plan.,0
The charges are not transparent or clear.,Billing Issue,the charges are not transparent or clear.,0
My subscription hasn't been activated despite payment.,Billing Issue,my subscription hasnt been activated despite payment.,0
"I paid in full, but the system still shows an outstanding balance.",Billing Issue,i paid in full but the system still shows an outstanding balance.,0
The billing statement doesn't show my payment history.,Billing Issue,the billing statement doesnt show my payment history.,0
I believe there's a problem with the billing software.,Billing Issue,i believe theres a problem with the billing software.,0
I'm requesting a refund for a double charge.,Billing Issue,im requesting a refund for a double charge.,0
The invoice doesn't include the correct tax rate.,Billing Issue,the invoice doesnt include the correct tax rate.,0
I'm unable to make a payment through the online portal.,Billing Issue,im unable to make a payment through the online portal.,0
The payment gateway is not working correctly.,Billing Issue,the payment gateway is not working correctly.,0
I'm experiencing difficulties accessing my billing records.,Billing Issue,im experiencing difficulties accessing my billing records.,0
My payment method needs to be updated immediately.,Billing Issue,my payment method needs to be updated immediately.,0
The invoice is not itemized appropriately.,Billing Issue,the invoice is not itemized appropriately.,0
I haven't received a confirmation of my payment.,Billing Issue,i havent received a confirmation of my payment.,0
The refund hasn't been processed yet.,Billing Issue,the refund hasnt been processed yet.,0
There's a discrepancy between my statement and the invoice.,Billing Issue,theres a discrepancy between my statement and the invoice.,0
The billing period has changed without notice.,Billing Issue,the billing period has changed without notice.,0
My account is locked due to an outstanding payment.,Billing Issue,my account is locked due to an outstanding payment.,0
I'm unsure how to view my current billing statement.,Billing Issue,im unsure how to view my current billing statement.,0
I requested a refund several times but haven't received it.,Billing Issue,i requested a refund several times but havent received it.,0
There's a significant difference between the invoice and my usage.,Billing Issue,theres a significant difference between the invoice and my usage.,0
I need help understanding the charges on my invoice.,Billing Issue,i need help understanding the charges on my invoice.,0
"My payment has been rejected, and I need to know why.",Billing Issue,my payment has been rejected and i need to know why.,0
